province_name,province_code,municipality_name,municipality_code,barangay_name,barangay_code
DINAGAT ISLANDS,DIN,SAN JOSE,1031,AURELIO,3101
DINAGAT ISLANDS,DIN,SAN JOSE,1031,CUARINTA,3102
DINAGAT ISLANDS,DIN,SAN JOSE,1031,DON RUBEN ECLEO (BALTAZAR),3103
DINAGAT ISLANDS,DIN,SAN JOSE,1031,JACQUEZ,3104
DINAGAT ISLANDS,DIN,SAN JOSE,1031,JUSTINIANA EDERA,3105
DINAGAT ISLANDS,DIN,SAN JOSE,1031,LUNA,3106
DINAGAT ISLANDS,DIN,SAN JOSE,1031,MAHAYAHAY,3107
DINAGAT ISLANDS,DIN,SAN JOSE,1031,MATINGBE,3108
DINAGAT ISLANDS,DIN,SAN JOSE,1031,SAN JOSE (POB.),3109
DINAGAT ISLANDS,DIN,SAN JOSE,1031,SAN JUAN,3110
DINAGAT ISLANDS,DIN,SAN JOSE,1031,SANTA CRUZ,3111
DINAGAT ISLANDS,DIN,SAN JOSE,1031,WILSON,3112
DINAGAT ISLANDS,DIN,TUBAJON,1032,DIAZ (ROMUALDEZ),3201
DINAGAT ISLANDS,DIN,TUBAJON,1032,IMELDA,3202
DINAGAT ISLANDS,DIN,TUBAJON,1032,MABINI,3203
DINAGAT ISLANDS,DIN,TUBAJON,1032,MALINAO,3204
DINAGAT ISLANDS,DIN,TUBAJON,1032,NAVARRO,3205
DINAGAT ISLANDS,DIN,TUBAJON,1032,ROXAS,3206
DINAGAT ISLANDS,DIN,TUBAJON,1032,SAN ROQUE (POB.),3207
DINAGAT ISLANDS,DIN,TUBAJON,1032,SAN VICENTE (POB.),3208
DINAGAT ISLANDS,DIN,TUBAJON,1032,SANTA CRUZ (POB.),3209
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,ALIPAO,3301
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,ANAHAW,3302
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,BUDLINGIN,3303
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,CAMP EDUARD (GEOTINA),3304
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,FERLDA,3305
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,GAMUTON,3306
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,JULIO OUANO (POB.),3307
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,OMBONG,3308
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,POBLACION (ALEGRIA),3309
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,PONGTUD,3310
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,SAN JUAN,3311
SURIGAO DEL NORTE,SDN,ALEGRIA,1033,SAN PEDRO,3312
SURIGAO DEL NORTE,SDN,BACUAG,1034,CABUGAO,3401
SURIGAO DEL NORTE,SDN,BACUAG,1034,CAMBUAYON,3402
SURIGAO DEL NORTE,SDN,BACUAG,1034,CAMPO,3403
SURIGAO DEL NORTE,SDN,BACUAG,1034,DUGSANGON,3404
SURIGAO DEL NORTE,SDN,BACUAG,1034,PAUTAO,3405
SURIGAO DEL NORTE,SDN,BACUAG,1034,PAYAPAG,3406
SURIGAO DEL NORTE,SDN,BACUAG,1034,POBLACION,3407
SURIGAO DEL NORTE,SDN,BACUAG,1034,PUNGTOD,3408
SURIGAO DEL NORTE,SDN,BACUAG,1034,SANTO ROSARIO,3409
SURIGAO DEL NORTE,SDN,BURGOS,1035,BAYBAY,3501
SURIGAO DEL NORTE,SDN,BURGOS,1035,BITAUG,3502
SURIGAO DEL NORTE,SDN,BURGOS,1035,MATIN-AO,3503
SURIGAO DEL NORTE,SDN,BURGOS,1035,POBLACION 1,3504
SURIGAO DEL NORTE,SDN,BURGOS,1035,POBLACION 2,3505
SURIGAO DEL NORTE,SDN,BURGOS,1035,SAN MATEO,3506
SURIGAO DEL NORTE,SDN,CLAVER,1036,BAGAKAY (POB. WEST),3601
SURIGAO DEL NORTE,SDN,CLAVER,1036,CABUGO,3602
SURIGAO DEL NORTE,SDN,CLAVER,1036,CAGDIANAO,3603
SURIGAO DEL NORTE,SDN,CLAVER,1036,DAYWAN,3604
SURIGAO DEL NORTE,SDN,CLAVER,1036,HAYANGGABON,3605
SURIGAO DEL NORTE,SDN,CLAVER,1036,LADGARON (POB.),3606
SURIGAO DEL NORTE,SDN,CLAVER,1036,LAPINIGAN,3607
SURIGAO DEL NORTE,SDN,CLAVER,1036,MAGALLANES,3608
SURIGAO DEL NORTE,SDN,CLAVER,1036,PANATAO,3609
SURIGAO DEL NORTE,SDN,CLAVER,1036,SAPA,3610
SURIGAO DEL NORTE,SDN,CLAVER,1036,TAGANITO,3611
SURIGAO DEL NORTE,SDN,CLAVER,1036,TAYAGA (POB. EAST),3612
SURIGAO DEL NORTE,SDN,CLAVER,1036,URBIZTONDO,3613
SURIGAO DEL NORTE,SDN,CLAVER,1036,WANGKE,3614
SURIGAO DEL NORTE,SDN,DAPA,1037,BAGAKAY,3701
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 1 (POB.),3702
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 2 (POB.),3703
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 3 (POB.),3704
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 4 (POB.),3705
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 5 (POB.),3706
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 6 (POB.),3707
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 7 (POB.),3708
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 8 (POB.),3709
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 9 (POB.),3710
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 10 (POB.),3711
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 11 (POB.),3712
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 12 (POB.),3713
SURIGAO DEL NORTE,SDN,DAPA,1037,BARANGAY 13 (POB.),3714
SURIGAO DEL NORTE,SDN,DAPA,1037,BUENAVISTA,3715
SURIGAO DEL NORTE,SDN,DAPA,1037,CABAWA,3716
SURIGAO DEL NORTE,SDN,DAPA,1037,CAMBAS-AC,3717
SURIGAO DEL NORTE,SDN,DAPA,1037,CONSOLACION,3718
SURIGAO DEL NORTE,SDN,DAPA,1037,CORREGIDOR,3719
SURIGAO DEL NORTE,SDN,DAPA,1037,DAGOHOY,3720
SURIGAO DEL NORTE,SDN,DAPA,1037,DON PAULINO,3721
SURIGAO DEL NORTE,SDN,DAPA,1037,JUBANG,3722
SURIGAO DEL NORTE,SDN,DAPA,1037,MONTSERRAT,3723
SURIGAO DEL NORTE,SDN,DAPA,1037,OSMEÃ‘A,3724
SURIGAO DEL NORTE,SDN,DAPA,1037,SAN CARLOS,3725
SURIGAO DEL NORTE,SDN,DAPA,1037,SAN MIGUEL,3726
SURIGAO DEL NORTE,SDN,DAPA,1037,SANTA FE,3727
SURIGAO DEL NORTE,SDN,DAPA,1037,SANTA FELOMINA,3728
SURIGAO DEL NORTE,SDN,DAPA,1037,UNION,3729
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,ANTIPOLO,3801
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,BAGAKAY (ALBURO),3802
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,BITOON,3803
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,CABUGAO,3804
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,CANCOHOY,3805
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,CAUB,3806
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,DEL CARMEN (POB.),3807
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,DOMOYOG,3808
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,ESPERANZA,3809
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,HALIAN,3810
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,JAMOYAON,3811
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,KATIPUNAN,3812
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,LOBOGON,3813
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,MABUHAY,3814
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,MAHAYAHAY,3815
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,QUEZON,3816
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,SAN FERNANDO,3817
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,SAN JOSE (POB.),3818
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,SAYAK,3819
SURIGAO DEL NORTE,SDN,DEL CARMEN,1038,TUBORAN,3820
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,ANAJAWAN,3901
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,CABITOONAN,3902
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,CATANGNAN,3903
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,CONSUELO,3904
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,CORAZON,3905
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,DAKU,3906
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,LA JANUZA,3907
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,LIBERTAD,3908
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,MAGSAYSAY,3909
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,MALINAO,3910
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,POBLACION I (PUROK I),3911
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,POBLACION II (PUROK II),3912
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,POBLACION III (PUROK III),3913
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,POBLACION IV (PUROK IV),3914
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,POBLACION V (PUROK V),3915
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,SANTA CRUZ,3916
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,SANTA FE,3917
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,SUYANGAN,3918
SURIGAO DEL NORTE,SDN,GENERAL LUNA,1039,TAWIN-TAWIN,3919
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,ALAMBIQUE (POB.),4001
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,ANIBONGAN,4002
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,CAM-BOAYON,4003
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,CAMAM-ONAN,4004
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,IPIL (POB.),4005
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,LAHI,4006
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,MAHANUB,4007
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,PONIENTE,4008
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,SAN ANTONIO (BONOT),4009
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,SAN ISIDRO,4010
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,SICO-SICO,4011
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,VILLAFLOR,4012
SURIGAO DEL NORTE,SDN,GIGAQUIT,1040,VILLAFRANCA,4013
SURIGAO DEL NORTE,SDN,MAINIT,1041,BINGA,4101
SURIGAO DEL NORTE,SDN,MAINIT,1041,BOBONA-ON,4102
SURIGAO DEL NORTE,SDN,MAINIT,1041,CANTUGAS,4103
SURIGAO DEL NORTE,SDN,MAINIT,1041,DAYANO,4104
SURIGAO DEL NORTE,SDN,MAINIT,1041,MABINI,4105
SURIGAO DEL NORTE,SDN,MAINIT,1041,MAGPAYANG,4106
SURIGAO DEL NORTE,SDN,MAINIT,1041,MAGSAYSAY (POB.),4107
SURIGAO DEL NORTE,SDN,MAINIT,1041,MANSAYAO,4108
SURIGAO DEL NORTE,SDN,MAINIT,1041,MARAYAG,4109
SURIGAO DEL NORTE,SDN,MAINIT,1041,MATIN-AO,4110
SURIGAO DEL NORTE,SDN,MAINIT,1041,PACO,4111
SURIGAO DEL NORTE,SDN,MAINIT,1041,QUEZON (POB.),4112
SURIGAO DEL NORTE,SDN,MAINIT,1041,ROXAS,4113
SURIGAO DEL NORTE,SDN,MAINIT,1041,SAN FRANCISCO,4114
SURIGAO DEL NORTE,SDN,MAINIT,1041,SAN ISIDRO,4115
SURIGAO DEL NORTE,SDN,MAINIT,1041,SAN JOSE,4116
SURIGAO DEL NORTE,SDN,MAINIT,1041,SIANA,4117
SURIGAO DEL NORTE,SDN,MAINIT,1041,SILOP,4118
SURIGAO DEL NORTE,SDN,MAINIT,1041,TAGBUYAWAN,4119
SURIGAO DEL NORTE,SDN,MAINIT,1041,TAPI-AN,4120
SURIGAO DEL NORTE,SDN,MAINIT,1041,TOLINGON,4121
SURIGAO DEL NORTE,SDN,MALIMONO,1042,BUNYASAN,4201
SURIGAO DEL NORTE,SDN,MALIMONO,1042,CAGTINAE,4202
SURIGAO DEL NORTE,SDN,MALIMONO,1042,CAN-AGA,4203
SURIGAO DEL NORTE,SDN,MALIMONO,1042,CANSAYONG,4204
SURIGAO DEL NORTE,SDN,MALIMONO,1042,CANTAPOY,4205
SURIGAO DEL NORTE,SDN,MALIMONO,1042,CAYAWAN,4206
SURIGAO DEL NORTE,SDN,MALIMONO,1042,DORO (BINOCARAN),4207
SURIGAO DEL NORTE,SDN,MALIMONO,1042,HANAGDONG,4208
SURIGAO DEL NORTE,SDN,MALIMONO,1042,KARIHATAG,4209
SURIGAO DEL NORTE,SDN,MALIMONO,1042,MASGAD,4210
SURIGAO DEL NORTE,SDN,MALIMONO,1042,PILI,4211
SURIGAO DEL NORTE,SDN,MALIMONO,1042,SAN ISIDRO (POB.),4212
SURIGAO DEL NORTE,SDN,MALIMONO,1042,TINAGO,4213
SURIGAO DEL NORTE,SDN,MALIMONO,1042,VILLARIZA,4214
SURIGAO DEL NORTE,SDN,PILAR,1043,ASINAN (POB.),4301
SURIGAO DEL NORTE,SDN,PILAR,1043,CARIDAD,4302
SURIGAO DEL NORTE,SDN,PILAR,1043,CENTRO (POB.),4303
SURIGAO DEL NORTE,SDN,PILAR,1043,CONSOLACION,4304
SURIGAO DEL NORTE,SDN,PILAR,1043,DATU,4305
SURIGAO DEL NORTE,SDN,PILAR,1043,DAYAOHAY,4306
SURIGAO DEL NORTE,SDN,PILAR,1043,JABOY,4307
SURIGAO DEL NORTE,SDN,PILAR,1043,KATIPUNAN,4308
SURIGAO DEL NORTE,SDN,PILAR,1043,MAASIN,4309
SURIGAO DEL NORTE,SDN,PILAR,1043,MABINI,4310
SURIGAO DEL NORTE,SDN,PILAR,1043,MABUHAY,4311
SURIGAO DEL NORTE,SDN,PILAR,1043,PILARING (POB.),4312
SURIGAO DEL NORTE,SDN,PILAR,1043,PUNTA (POB.),4313
SURIGAO DEL NORTE,SDN,PILAR,1043,SALVACION,4314
SURIGAO DEL NORTE,SDN,PILAR,1043,SAN ROQUE,4315
SURIGAO DEL NORTE,SDN,PLACER,1044,AMOSLOG,4401
SURIGAO DEL NORTE,SDN,PLACER,1044,ANISLAGAN,4402
SURIGAO DEL NORTE,SDN,PLACER,1044,BAD-AS,4403
SURIGAO DEL NORTE,SDN,PLACER,1044,BOYONGAN,4404
SURIGAO DEL NORTE,SDN,PLACER,1044,BUGAS-BUGAS,4405
SURIGAO DEL NORTE,SDN,PLACER,1044,CENTRAL (POB.),4406
SURIGAO DEL NORTE,SDN,PLACER,1044,ELLAPERAL (NONOK),4407
SURIGAO DEL NORTE,SDN,PLACER,1044,IPIL (POB.),4408
SURIGAO DEL NORTE,SDN,PLACER,1044,LAKANDULA,4409
SURIGAO DEL NORTE,SDN,PLACER,1044,MABINI,4410
SURIGAO DEL NORTE,SDN,PLACER,1044,MACALAYA,4411
SURIGAO DEL NORTE,SDN,PLACER,1044,MAGSAYSAY (POB.),4412
SURIGAO DEL NORTE,SDN,PLACER,1044,MAGUPANGE,4413
SURIGAO DEL NORTE,SDN,PLACER,1044,PANANAY-AN,4414
SURIGAO DEL NORTE,SDN,PLACER,1044,PANHUTONGAN,4415
SURIGAO DEL NORTE,SDN,PLACER,1044,SAN ISIDRO,4416
SURIGAO DEL NORTE,SDN,PLACER,1044,SANI-SANI,4417
SURIGAO DEL NORTE,SDN,PLACER,1044,SANTA CRUZ,4418
SURIGAO DEL NORTE,SDN,PLACER,1044,SUYOC,4419
SURIGAO DEL NORTE,SDN,PLACER,1044,TAGBONGABONG,4420
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,BONGDO,4501
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,MARIBOJOC,4502
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,NUEVO CAMPO,4503
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,SAN JUAN,4504
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,SANTA CRUZ (POB.),4505
SURIGAO DEL NORTE,SDN,SAN BENITO,1045,TALISAY (POB.),4506
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,AMONTAY,4601
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,BALITE,4602
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,BANBANON,4603
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,DIAZ,4604
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,HONRADO,4605
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,JUBGAN,4606
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,LINONGGANAN,4607
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,MACOPA,4608
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,MAGTANGALE,4609
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,OSLAO,4610
SURIGAO DEL NORTE,SDN,SAN FRANCISCO (ANAO-AON),1046,POBLACION,4611
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,BUHING CALIPAY,4701
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,DEL CARMEN (POB.),4702
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,DEL PILAR,4703
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,MACAPAGAL,4704
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,PACIFICO,4705
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,PELAEZ,4706
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,ROXAS,4707
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,SAN MIGUEL,4708
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,SANTA PAZ,4709
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,SANTO NIÃ‘O,4710
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,TAMBACAN,4711
SURIGAO DEL NORTE,SDN,SAN ISIDRO,1047,TIGASAO,4712
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,ABAD SANTOS,4801
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,ALEGRIA,4802
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,BAILAN,4803
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,GARCIA,4804
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,LIBERTAD,4805
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,MABINI,4806
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,MABUHAY (POB.),4807
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,MAGSAYSAY,4808
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,RIZAL,4809
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,T. ARLAN (POB.),4810
SURIGAO DEL NORTE,SDN,SANTA MONICA (SAPAO),1048,TANGBO,4811
SURIGAO DEL NORTE,SDN,SISON,1049,BIYABID,4901
SURIGAO DEL NORTE,SDN,SISON,1049,GACEPAN,4902
SURIGAO DEL NORTE,SDN,SISON,1049,IMA,4903
SURIGAO DEL NORTE,SDN,SISON,1049,LOWER PATAG,4904
SURIGAO DEL NORTE,SDN,SISON,1049,MABUHAY,4905
SURIGAO DEL NORTE,SDN,SISON,1049,MAYAG,4906
SURIGAO DEL NORTE,SDN,SISON,1049,POBLACION (SAN PEDRO),4907
SURIGAO DEL NORTE,SDN,SISON,1049,SAN ISIDRO,4908
SURIGAO DEL NORTE,SDN,SISON,1049,SAN PABLO,4909
SURIGAO DEL NORTE,SDN,SISON,1049,TAGBAYANI,4910
SURIGAO DEL NORTE,SDN,SISON,1049,TINOGPAHAN,4911
SURIGAO DEL NORTE,SDN,SISON,1049,UPPER PATAG,4912
SURIGAO DEL NORTE,SDN,SOCORRO,1050,ALBINO TARUC,5001
SURIGAO DEL NORTE,SDN,SOCORRO,1050,DEL PILAR,5002
SURIGAO DEL NORTE,SDN,SOCORRO,1050,HELENE,5003
SURIGAO DEL NORTE,SDN,SOCORRO,1050,HONRADO,5004
SURIGAO DEL NORTE,SDN,SOCORRO,1050,NAVARRO (POB.),5005
SURIGAO DEL NORTE,SDN,SOCORRO,1050,NUEVA ESTRELLA,5006
SURIGAO DEL NORTE,SDN,SOCORRO,1050,PAMOSAINGAN,5007
SURIGAO DEL NORTE,SDN,SOCORRO,1050,RIZAL (POB.),5008
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SALOG,5009
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SAN ROQUE,5010
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SANTA CRUZ,5011
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SERING,5012
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SONGKOY,5013
SURIGAO DEL NORTE,SDN,SOCORRO,1050,SUDLON,5014
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,ALANG-ALANG,5101
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,ALEGRIA,5102
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,ANOMAR,5103
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,AURORA,5104
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BALIBAYON,5105
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BAYBAY,5106
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BILABID,5107
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BITAUGAN,5108
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BONIFACIO,5109
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,BUENAVISTA,5110
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CABONGBONGAN,5111
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CAGNIOG,5112
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CAGUTSAN,5113
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CANLANIPA,5114
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CANTIASAY,5115
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CAPALAYAN,5116
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,CATADMAN,5117
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,DANAO,5118
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,DANAWAN,5119
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,DAY-ASAN,5120
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,IPIL,5121
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,LIBUAC,5122
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,LIPATA,5123
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,LISONDRA,5124
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,LUNA,5125
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,MABINI,5126
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,MABUA,5127
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,MANYAGAO,5128
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,MAPAWA,5129
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,MAT-I,5130
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,NABAGO,5131
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,NONOC,5132
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,OROK,5133
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,POCTOY,5134
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,PUNTA BILAR,5135
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,QUEZON,5136
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,RIZAL,5137
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,SABANG,5138
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,SAN ISIDRO,5139
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,SAN JOSE,5140
SURIGAO DEL NORTE,SDN,SURIGAO CITY,1051,SAN JUAN,5141
